Feature,History,out,Time,out_3,y,N(x)-y
0,1,"out_0$0 = 10173628978727660935178784934770688081749/2500000000000000000000000000000000,
out_2$0 = 58970016007214785769501069512701954844281/10000000000000000000000000000000000,
out_4$0 = 282114155770906689432999835652461831900537/50000000000000000000000000000000000,
out_1$0 = 543883284903820927829758404558163900550589/100000000000000000000000000000000000,
out_3$0 = 16128757173643448721164000957225046242773/2500000000000000000000000000000000,
out_5$0 = 129326036982369526243724903857160906923283/25000000000000000000000000000000000,",58.60930443,6451502.869,6451472.472,30.39745736
1,1,"out_0$0 = 10173503381043512117605077423940238081749/2500000000000000000000000000000000,
out_2$0 = 58969336633174911062048181664880774844281/10000000000000000000000000000000000,
out_4$0 = 282111455871912520651429810372417616900537/50000000000000000000000000000000000,
out_1$0 = 543872834274618518135589116555404000550589/100000000000000000000000000000000000,
out_3$0 = 16128560580077036137172645518494964992773/2500000000000000000000000000000000,
out_5$0 = 129325186389377981930571831347792456923283/25000000000000000000000000000000000,",59.21231747,6451424.232,48.2399692
2,1,"out_0$0 = 10173241997790020903153142423287963081749/2500000000000000000000000000000000,
out_2$0 = 58968906813454093963905893814017282844281/10000000000000000000000000000000000,
out_4$0 = 282110549416043628467345670353842430900537/50000000000000000000000000000000000,
out_1$0 = 543864423648495577965733829643202020550589/100000000000000000000000000000000000,
out_3$0 = 16128478516259962564855474145903412492773/2500000000000000000000000000000000,
out_5$0 = 129325871740238131127241882169141536923283/25000000000000000000000000000000000,",57.75911236,6451391.407,81.06549604
3,1," out_0$0 = 10173026337209702468909952971815892081749/2500000000000000000000000000000000,
 out_2$0 = 58968793518556512481764388342815103644281/10000000000000000000000000000000000,
 out_4$0 = 282111176523006346221044175123221120300537/50000000000000000000000000000000000,
 out_1$0 = 543858192099947125056424422801002492550589/100000000000000000000000000000000000,
 out_3$0 = 16128481138521806384726767421525449742773/2500000000000000000000000000000000,
 out_5$0 = 129326885453121025665547157499453058923283/25000000000000000000000000000000000,",58.19490814,6451392.455,80.01659128
4,1,"out_0$0 = 10172870384829321341887927063465400581749/2500000000000000000000000000000000,
 out_2$0 = 58968658811936523710809830057268744844281/10000000000000000000000000000000000,
 out_4$0 = 282111149900429689233576488511502598900537/50000000000000000000000000000000000,
 out_1$0 = 543854457657395819328767297020341526550589/100000000000000000000000000000000000,
 out_3$0 = 16128459485005680138798438782588213992773/2500000000000000000000000000000000,
 out_5$0 = 129327069424889364115067521068341378923283/25000000000000000000000000000000000,",58.14953423,6451383.794,88.67799776
5,1," out_0$0 = 10172881665322556904255297787815032681749/2500000000000000000000000000000000,
 out_2$0 = 58968699866414650789199822823842484794281/10000000000000000000000000000000000,
 out_4$0 = 282111333375549935207586207911631281900537/50000000000000000000000000000000000,
 out_1$0 = 543854861337117027913921492168835577550589/100000000000000000000000000000000000,
 out_3$0 = 16128469990152391485940766829001085217773/2500000000000000000000000000000000,
 out_5$0 = 129327156238629265560550006314609450923283/25000000000000000000000000000000000,",58.98702002,6451387.996,84.47593908
